B_fighter,R_fighter,date,location,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,R_current_lose_streak,R_current_win_streak,B_total_rounds_fought,R_total_rounds_fought,B_wins,R_wins,B_Height_cms,R_Height_cms,B_Reach_cms,R_Reach_cms,B_Weight_lbs,R_Weight_lbs,B_age,R_age,elevation (ft),b_hot_or_not,r_hot_or_not,Winner_Blue,Winner_Red,title_bout_False,title_bout_True,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,weight_buckets_Heavy,weight_buckets_Light,weight_buckets_Middle
Ross Pearson,Dan Hooker,2017-06-10,"Auckland, New Zealand",Lightweight,3,3.0,0.0,1.0,0.0,57.0,13.0,11.0,3.0,172.72,182.88,175.26,190.5,155.0,155.0,32.0,27.0,125,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
Daniel Kelly,Derek Brunson,2017-06-10,"Auckland, New Zealand",Middleweight,3,0.0,4.0,2.0,0.0,17.0,18.0,6.0,7.0,182.88,185.42,177.8,195.58,185.0,185.0,39.0,33.0,125,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
Mark Hunt,Derrick Lewis,2017-06-10,"Auckland, New Zealand",Heavyweight,5,2.0,0.0,0.0,6.0,35.0,21.0,7.0,9.0,177.8,190.5,182.88,200.66,265.0,260.0,43.0,32.0,125,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Tyson Nam,Kai Kara France,2020-02-22,"Auckland, New Zealand",Flyweight,3,1.0,0.0,1.0,0.0,3.0,12.0,0.0,3.0,170.18,162.56,172.72,175.26,125.0,125.0,36.0,26.0,125,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Song Kenan,Callan Potter,2020-02-22,"Auckland, New Zealand",Welterweight,3,0.0,1.0,0.0,1.0,9.0,4.0,3.0,1.0,182.88,182.88,180.34,182.88,170.0,170.0,29.0,35.0,125,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Emil Meek,Jake Matthews,2020-02-22,"Auckland, New Zealand",Welterweight,3,2.0,0.0,0.0,1.0,9.0,28.0,1.0,8.0,180.34,180.34,187.96,185.42,170.0,170.0,31.0,25.0,125,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
Joshua Culibao,Jalin Turner,2020-02-22,"Auckland, New Zealand",Lightweight,3,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,177.8,190.5,177.8,195.58,155.0,155.0,25.0,24.0,125,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Zubaira Tukhugov,Kevin Aguilar,2020-02-22,"Auckland, New Zealand",Featherweight,3,0.0,0.0,1.0,0.0,13.0,9.0,3.0,2.0,172.72,170.18,172.72,185.42,145.0,145.0,29.0,31.0,125,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Magomed Mustafaev,Brad Riddell,2020-02-22,"Auckland, New Zealand",Lightweight,3,0.0,1.0,0.0,1.0,7.0,3.0,3.0,1.0,172.72,170.18,180.34,180.34,155.0,155.0,31.0,28.0,125,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Marcos Rogerio De Lima,Ben Sosoli,2020-02-22,"Auckland, New Zealand",Heavyweight,3,1.0,0.0,0.0,0.0,16.0,3.0,5.0,0.0,185.42,175.26,190.5,182.88,253.0,265.0,34.0,30.0,125,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
Michal Oleksiejczuk,Jim Crute,2020-02-22,"Auckland, New Zealand",Light Heavyweight,3,1.0,0.0,1.0,0.0,7.0,5.0,2.0,2.0,182.88,187.96,187.96,187.96,205.0,205.0,25.0,23.0,125,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
Dan Hooker,Paul Felder,2020-02-22,"Auckland, New Zealand",Lightweight,5,0.0,2.0,0.0,2.0,29.0,33.0,9.0,9.0,182.88,180.34,190.5,177.8,155.0,155.0,30.0,35.0,125,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
Anthony Hamilton,Aleksei Oleinik,2014-06-28,"San Antonio, Texas, USA",Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.58,187.96,193.04,203.2,260.0,240.0,34.0,37.0,650,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Shane Howell,Ray Borg,2014-06-28,"San Antonio, Texas, USA",Flyweight,3,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,172.72,162.56,175.26,160.02,125.0,135.0,30.0,20.0,650,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Andy Enz,Marcelo Guimaraes,2014-06-28,"San Antonio, Texas, USA",Middleweight,3,1.0,0.0,1.0,0.0,3.0,5.0,0.0,1.0,190.5,182.88,198.12,185.42,185.0,185.0,22.0,31.0,650,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Cody Gibson,Johnny Bedford,2014-06-28,"San Antonio, Texas, USA",Bantamweight,3,1.0,0.0,2.0,0.0,3.0,9.0,0.0,2.0,177.8,177.8,180.34,180.34,135.0,135.0,26.0,31.0,650,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Diego Ferreira,Colton Smith,2014-06-28,"San Antonio, Texas, USA",Lightweight,3,0.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,175.26,182.88,187.96,180.34,155.0,155.0,29.0,26.0,650,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
James Moontasri,Joe Ellenberger,2014-06-28,"San Antonio, Texas, USA",Lightweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,175.26,180.34,182.88,170.0,155.0,26.0,29.0,650,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
Antonio Braga Neto,Clint Hester,2014-06-28,"San Antonio, Texas, USA",Middleweight,3,0.0,1.0,0.0,3.0,1.0,8.0,1.0,3.0,190.5,187.96,195.58,195.58,185.0,205.0,26.0,27.0,650,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Hacran Dias,Ricardo Lamas,2014-06-28,"San Antonio, Texas, USA",Featherweight,3,1.0,0.0,1.0,0.0,6.0,13.0,1.0,4.0,172.72,172.72,175.26,180.34,155.0,145.0,30.0,32.0,650,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Andrew Craig,Cezar Ferreira,2014-06-28,"San Antonio, Texas, USA",Middleweight,3,1.0,0.0,1.0,0.0,13.0,8.0,3.0,3.0,185.42,185.42,193.04,198.12,170.0,185.0,28.0,29.0,650,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Nico Musoke,Kelvin Gastelum,2014-06-28,"San Antonio, Texas, USA",Welterweight,3,0.0,2.0,0.0,3.0,4.0,7.0,2.0,3.0,182.88,175.26,190.5,180.34,170.0,185.0,28.0,22.0,650,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Jeremy Stephens,Cub Swanson,2014-06-28,"San Antonio, Texas, USA",Featherweight,5,0.0,3.0,0.0,5.0,45.0,13.0,10.0,5.0,172.72,172.72,180.34,177.8,145.0,145.0,28.0,30.0,650,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Felipe Colares,Domingo Pilarte,2019-07-20,"San Antonio, Texas, USA",Bantamweight,3,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,172.72,182.88,175.26,185.42,135.0,135.0,35.0,29.0,650,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
Jin Soo Son,Mario Bautista,2019-07-20,"San Antonio, Texas, USA",Bantamweight,3,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,167.64,175.26,175.26,175.26,135.0,135.0,26.0,26.0,650,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
Gabriel Silva,Ray Borg,2019-07-20,"San Antonio, Texas, USA",Bantamweight,3,0.0,0.0,2.0,0.0,0.0,27.0,0.0,5.0,167.64,162.56,180.34,160.02,135.0,135.0,24.0,25.0,650,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Klidson Abreu,Sam Alvey,2019-07-20,"San Antonio, Texas, USA",Light Heavyweight,3,1.0,0.0,2.0,0.0,3.0,35.0,0.0,10.0,182.88,187.96,187.96,190.5,205.0,205.0,26.0,33.0,650,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
Steven Peterson,Alex Caceres,2019-07-20,"San Antonio, Texas, USA",Featherweight,3,1.0,0.0,1.0,0.0,9.0,52.0,1.0,9.0,177.8,177.8,177.8,185.42,145.0,145.0,29.0,31.0,650,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
Ben Rothwell,Andrei Arlovski,2019-07-20,"San Antonio, Texas, USA",Heavyweight,3,2.0,0.0,3.0,0.0,40.0,73.0,13.0,18.0,193.04,190.5,198.12,195.58,265.0,240.0,37.0,40.0,650,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Francisco Trinaldo,Alexander Hernandez,2019-07-20,"San Antonio, Texas, USA",Lightweight,3,0.0,1.0,1.0,0.0,44.0,6.0,13.0,2.0,175.26,175.26,177.8,182.88,155.0,155.0,30.0,26.0,650,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Dan Hooker,James Vick,2019-07-20,"San Antonio, Texas, USA",Lightweight,3,1.0,0.0,2.0,0.0,23.0,25.0,7.0,9.0,182.88,190.5,190.5,193.04,155.0,155.0,29.0,32.0,650,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
Juan Adams,Greg Hardy,2019-07-20,"San Antonio, Texas, USA",Heavyweight,3,1.0,0.0,0.0,1.0,6.0,3.0,1.0,1.0,195.58,195.58,203.2,203.2,265.0,265.0,27.0,30.0,650,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Walt Harris,Aleksei Oleinik,2019-07-20,"San Antonio, Texas, USA",Heavyweight,3,0.0,1.0,1.0,0.0,21.0,13.0,5.0,6.0,195.58,187.96,195.58,203.2,250.0,240.0,36.0,42.0,650,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
Leon Edwards,Rafael Dos Anjos,2019-07-20,"San Antonio, Texas, USA",Welterweight,5,0.0,7.0,0.0,1.0,33.0,78.0,9.0,18.0,187.96,172.72,187.96,177.8,170.0,170.0,27.0,34.0,650,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
Frankie Saenz,Nolan Ticman,2014-08-16,"Bangor, Maine, USA",Bantamweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.64,167.64,167.64,175.26,135.0,125.0,34.0,26.0,118,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Sam Alvey,Tom Watson,2014-08-16,"Bangor, Maine, USA",Middleweight,3,0.0,0.0,2.0,0.0,0.0,11.0,0.0,1.0,187.96,185.42,190.5,185.42,205.0,185.0,28.0,32.0,118,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
Zach Makovsky,Jussier Formiga,2014-08-16,"Bangor, Maine, USA",Flyweight,3,0.0,2.0,0.0,1.0,6.0,7.0,2.0,2.0,162.56,165.1,162.56,170.18,125.0,125.0,31.0,29.0,118,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
Robert Peralta,Thiago Tavares,2014-08-16,"Bangor, Maine, USA",Featherweight,3,0.0,2.0,0.0,1.0,16.0,32.0,4.0,8.0,172.72,170.18,180.34,172.72,145.0,145.0,28.0,29.0,118,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Jack May,Shawn Jordan,2014-08-16,"Bangor, Maine, USA",Heavyweight,3,1.0,0.0,2.0,0.0,1.0,10.0,0.0,3.0,203.2,182.88,200.66,190.5,255.0,260.0,33.0,29.0,118,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
Alan Jouban,Seth Baczynski,2014-08-16,"Bangor, Maine, USA",Welterweight,3,0.0,0.0,1.0,0.0,0.0,21.0,0.0,5.0,182.88,190.5,185.42,187.96,170.0,170.0,32.0,32.0,118,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Brad Tavares,Tim Boetsch,2014-08-16,"Bangor, Maine, USA",Middleweight,3,1.0,0.0,1.0,0.0,25.0,34.0,7.0,8.0,185.42,182.88,187.96,187.96,185.0,185.0,26.0,33.0,118,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Ross Pearson,Gray Maynard,2014-08-16,"Bangor, Maine, USA",Lightweight,3,2.0,0.0,2.0,0.0,30.0,40.0,7.0,9.0,172.72,175.26,175.26,177.8,155.0,155.0,29.0,35.0,118,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Ovince Saint Preux,Ryan Bader,2014-08-16,"Bangor, Maine, USA",Light Heavyweight,5,0.0,4.0,0.0,2.0,7.0,30.0,4.0,10.0,190.5,187.96,203.2,187.96,205.0,205.0,31.0,31.0,118,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
Joby Sanchez,Wilson Reis,2014-08-23,"Tulsa, Oklahoma, USA",Flyweight,3,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,167.64,162.56,172.72,165.1,135.0,125.0,23.0,29.0,722,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
Chris Heatherly,Ben Saunders,2014-08-23,"Tulsa, Oklahoma, USA",Welterweight,3,0.0,0.0,2.0,0.0,0.0,15.0,0.0,4.0,175.26,187.96,172.72,195.58,155.0,170.0,26.0,31.0,722,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Matt Hobar,Aaron Phillips,2014-08-23,"Tulsa, Oklahoma, USA",Bantamweight,3,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,177.8,175.26,177.8,177.8,135.0,135.0,27.0,25.0,722,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Anthony Rocco Martin,Beneil Dariush,2014-08-23,"Tulsa, Oklahoma, USA",Lightweight,3,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,182.88,177.8,185.42,182.88,170.0,155.0,24.0,25.0,722,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Alex Garcia,Neil Magny,2014-08-23,"Tulsa, Oklahoma, USA",Welterweight,3,0.0,2.0,0.0,3.0,4.0,15.0,2.0,4.0,175.26,190.5,182.88,203.2,170.0,170.0,27.0,27.0,722,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Tom Niinimaki,Chas Skelly,2014-08-23,"Tulsa, Oklahoma, USA",Featherweight,3,1.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,175.26,180.34,175.26,182.88,145.0,145.0,32.0,29.0,722,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Valmir Lazaro,James Vick,2014-08-23,"Tulsa, Oklahoma, USA",Lightweight,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,182.88,190.5,185.42,193.04,155.0,155.0,29.0,27.0,722,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Thales Leites,Francis Carmont,2014-08-23,"Tulsa, Oklahoma, USA",Middleweight,3,0.0,3.0,2.0,0.0,27.0,22.0,8.0,6.0,185.42,190.5,198.12,198.12,185.0,205.0,32.0,32.0,722,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Jordan Mein,Mike Pyle,2014-08-23,"Tulsa, Oklahoma, USA",Welterweight,3,0.0,1.0,0.0,1.0,6.0,26.0,2.0,9.0,182.88,182.88,185.42,187.96,170.0,170.0,24.0,38.0,722,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Rafael Dos Anjos,Benson Henderson,2014-08-23,"Tulsa, Oklahoma, USA",Lightweight,5,0.0,1.0,0.0,2.0,39.0,39.0,10.0,9.0,172.72,175.26,177.8,177.8,170.0,170.0,29.0,30.0,722,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
Chas Skelly,Sean Soriano,2014-09-05,"Ledyard, Connecticut, USA",Featherweight,3,0.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,180.34,175.26,182.88,177.8,145.0,145.0,29.0,24.0,295,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Tateki Matsuda,Chris Beal,2014-09-05,"Ledyard, Connecticut, USA",Bantamweight,3,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,170.18,170.18,165.1,175.26,125.0,125.0,28.0,29.0,295,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Chris Camozzi,Rafael Natal,2014-09-05,"Ledyard, Connecticut, USA",Middleweight,3,3.0,0.0,2.0,0.0,29.0,27.0,6.0,5.0,187.96,182.88,193.04,193.04,185.0,185.0,27.0,31.0,295,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Rodrigo Damm,Al Iaquinta,2014-09-05,"Ledyard, Connecticut, USA",Lightweight,3,1.0,0.0,1.0,0.0,13.0,12.0,3.0,3.0,170.18,177.8,180.34,177.8,155.0,155.0,34.0,27.0,295,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Justin Scoggins,John Moraga,2014-09-05,"Ledyard, Connecticut, USA",Flyweight,3,1.0,0.0,1.0,0.0,7.0,14.0,2.0,3.0,170.18,167.64,167.64,167.64,125.0,125.0,22.0,30.0,295,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
Michael Chiesa,Joe Lauzon,2014-09-05,"Ledyard, Connecticut, USA",Lightweight,3,0.0,2.0,0.0,1.0,10.0,31.0,4.0,10.0,185.42,177.8,190.5,180.34,170.0,155.0,26.0,30.0,295,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Derrick Lewis,Matt Mitrione,2014-09-05,"Ledyard, Connecticut, USA",Heavyweight,3,0.0,2.0,0.0,1.0,2.0,17.0,2.0,7.0,190.5,190.5,200.66,200.66,260.0,265.0,29.0,36.0,295,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
Ben Rothwell,Alistair Overeem,2014-09-05,"Ledyard, Connecticut, USA",Heavyweight,3,0.0,1.0,0.0,1.0,14.0,8.0,3.0,2.0,193.04,193.04,198.12,203.2,265.0,265.0,32.0,34.0,295,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Gegard Mousasi,Jacare Souza,2014-09-05,"Ledyard, Connecticut, USA",Middleweight,5,0.0,1.0,0.0,3.0,9.0,5.0,2.0,3.0,187.96,185.42,193.04,182.88,185.0,185.0,29.0,34.0,295,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Johnny Bedford,Rani Yahya,2014-09-13,"Brasilia, Distrito Federal, Brazil",Bantamweight,3,3.0,0.0,2.0,0.0,10.0,17.0,2.0,4.0,177.8,167.64,180.34,170.18,135.0,135.0,31.0,30.0,3845,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Leandro Silva,Francisco Trinaldo,2014-09-13,"Brasilia, Distrito Federal, Brazil",Lightweight,3,1.0,0.0,1.0,0.0,3.0,15.0,0.0,4.0,175.26,175.26,182.88,177.8,155.0,155.0,28.0,36.0,3845,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
George Sullivan,Igor Araujo,2014-09-13,"Brasilia, Distrito Federal, Brazil",Welterweight,3,0.0,1.0,0.0,2.0,3.0,6.0,1.0,2.0,182.88,185.42,185.42,195.58,170.0,170.0,33.0,33.0,3845,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Dashon Johnson,Godofredo Pepey,2014-09-13,"Brasilia, Distrito Federal, Brazil",Featherweight,3,1.0,0.0,0.0,1.0,3.0,9.0,0.0,2.0,170.18,170.18,177.8,185.42,145.0,145.0,26.0,27.0,3845,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Russell Doane,Iuri Alcantara,2014-09-13,"Brasilia, Distrito Federal, Brazil",Bantamweight,3,0.0,2.0,0.0,2.0,5.0,18.0,2.0,5.0,170.18,175.26,177.8,180.34,135.0,135.0,28.0,34.0,3845,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
Wendell Oliveira,Santiago Ponzinibbio,2014-09-13,"Brasilia, Distrito Federal, Brazil",Welterweight,3,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,177.8,182.88,182.88,185.42,170.0,170.0,31.0,27.0,3845,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Efrain Escudero,Leonardo Santos,2014-09-13,"Brasilia, Distrito Federal, Brazil",Lightweight,3,3.0,0.0,1.0,0.0,19.0,5.0,3.0,1.0,175.26,182.88,177.8,190.5,155.0,155.0,28.0,34.0,3845,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Piotr Hallmann,Gleison Tibau,2014-09-13,"Brasilia, Distrito Federal, Brazil",Lightweight,3,0.0,1.0,0.0,1.0,8.0,55.0,2.0,14.0,175.26,177.8,180.34,180.34,155.0,155.0,27.0,30.0,3845,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Andrei Arlovski,Antonio Silva,2014-09-13,"Brasilia, Distrito Federal, Brazil",Heavyweight,5,0.0,4.0,2.0,0.0,29.0,11.0,11.0,2.0,190.5,193.04,195.58,203.2,240.0,264.0,35.0,34.0,3845,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Hector Urbina,Vicente Luque,2016-09-24,"Brasilia, Distrito Federal, Brazil",Welterweight,3,1.0,0.0,0.0,2.0,4.0,6.0,1.0,2.0,180.34,180.34,185.42,190.5,170.0,170.0,29.0,24.0,3845,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Stevie Ray,Alan Patrick,2016-09-24,"Brasilia, Distrito Federal, Brazil",Lightweight,3,0.0,3.0,0.0,1.0,6.0,9.0,3.0,3.0,177.8,180.34,177.8,187.96,155.0,155.0,26.0,33.0,3845,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
Luan Chagas,Erick Silva,2016-09-24,"Brasilia, Distrito Federal, Brazil",Welterweight,3,1.0,0.0,2.0,0.0,3.0,20.0,0.0,6.0,182.88,182.88,190.5,187.96,170.0,170.0,23.0,32.0,3845,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Dustin Ortiz,Jussier Formiga,2016-09-24,"Brasilia, Distrito Federal, Brazil",Flyweight,3,1.0,0.0,1.0,0.0,21.0,16.0,4.0,4.0,165.1,165.1,165.1,170.18,125.0,125.0,27.0,31.0,3845,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Michinori Tanaka,Rani Yahya,2016-09-24,"Brasilia, Distrito Federal, Brazil",Bantamweight,3,0.0,1.0,0.0,3.0,9.0,25.0,2.0,7.0,165.1,167.64,170.18,170.18,135.0,135.0,25.0,32.0,3845,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Michel Prazeres,Gilbert Burns,2016-09-24,"Brasilia, Distrito Federal, Brazil",Lightweight,3,0.0,2.0,0.0,1.0,18.0,11.0,4.0,4.0,167.64,177.8,170.18,180.34,170.0,155.0,35.0,30.0,3845,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Mike de la Torre,Godofredo Pepey,2016-09-24,"Brasilia, Distrito Federal, Brazil",Featherweight,3,0.0,1.0,1.0,0.0,9.0,14.0,2.0,4.0,180.34,170.18,180.34,185.42,145.0,145.0,30.0,29.0,3845,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Eric Spicely,Thiago Santos,2016-09-24,"Brasilia, Distrito Federal, Brazil",Middleweight,3,1.0,0.0,1.0,0.0,1.0,12.0,0.0,5.0,185.42,187.96,185.42,193.04,185.0,205.0,29.0,32.0,3845,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Paul Felder,Francisco Trinaldo,2016-09-24,"Brasilia, Distrito Federal, Brazil",Lightweight,3,0.0,2.0,0.0,6.0,17.0,31.0,4.0,10.0,180.34,175.26,177.8,177.8,155.0,155.0,32.0,38.0,3845,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Antonio Silva,Roy Nelson,2016-09-24,"Brasilia, Distrito Federal, Brazil",Heavyweight,3,2.0,0.0,1.0,0.0,17.0,40.0,3.0,8.0,193.04,182.88,203.2,182.88,264.0,263.0,37.0,40.0,3845,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Phillipe Nover,Renan Barao,2016-09-24,"Brasilia, Distrito Federal, Brazil",Featherweight,3,1.0,0.0,2.0,0.0,13.0,34.0,1.0,8.0,175.26,167.64,182.88,177.8,145.0,135.0,32.0,29.0,3845,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
David Dvorak,Bruno Silva,2020-03-14,"Brasilia, Distrito Federal, Brazil",Flyweight,3,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,165.1,162.56,172.72,165.1,125.0,135.0,27.0,29.0,3845,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Aleksei Kunchenko,Elizeu Dos Santos,2020-03-14,"Brasilia, Distrito Federal, Brazil",Welterweight,3,1.0,0.0,1.0,0.0,9.0,22.0,2.0,7.0,172.72,180.34,177.8,185.42,170.0,170.0,35.0,33.0,3845,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Brandon Moreno,Jussier Formiga,2020-03-14,"Brasilia, Distrito Federal, Brazil",Flyweight,3,0.0,1.0,1.0,0.0,20.0,34.0,4.0,9.0,170.18,165.1,177.8,170.18,125.0,125.0,26.0,34.0,3845,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
John Makdessi,Francisco Trinaldo,2020-03-14,"Brasilia, Distrito Federal, Brazil",Lightweight,3,0.0,3.0,0.0,1.0,39.0,50.0,10.0,14.0,172.72,175.26,172.72,177.8,155.0,155.0,34.0,41.0,3845,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Nikita Krylov,Johnny Walker,2020-03-14,"Brasilia, Distrito Federal, Brazil",Light Heavyweight,3,1.0,0.0,1.0,0.0,20.0,4.0,7.0,3.0,190.5,198.12,195.58,208.28,205.0,205.0,28.0,27.0,3845,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Damir Hadzovic,Renato Moicano,2020-03-14,"Brasilia, Distrito Federal, Brazil",Lightweight,3,1.0,0.0,2.0,0.0,15.0,18.0,3.0,5.0,175.26,180.34,177.8,182.88,155.0,155.0,33.0,30.0,3845,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Gilbert Burns,Demian Maia,2020-03-14,"Brasilia, Distrito Federal, Brazil",Welterweight,3,0.0,4.0,0.0,3.0,30.0,85.0,10.0,22.0,177.8,185.42,180.34,182.88,170.0,170.0,33.0,42.0,3845,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
Charles Oliveira,Kevin Lee,2020-03-14,"Brasilia, Distrito Federal, Brazil",Lightweight,5,0.0,6.0,0.0,1.0,45.0,41.0,16.0,11.0,177.8,175.26,187.96,195.58,155.0,170.0,30.0,27.0,3845,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Matt Dwyer,Albert Tumenov,2014-10-04,"Halifax, Nova Scotia, Canada",Welterweight,3,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,193.04,180.34,193.04,185.42,170.0,170.0,24.0,22.0,52,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
